DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
SA;308793;ESC.PART.;QUIRON, COLEGIO;QUIRON, COLEGIO;;SANTO AMARO;SANTO AMARO;RUA GUILHERME ASBAHR NETO;510;CHÁCARA MONTE ALEGRE;4646001;23393351;;;Ativa;SANTO AMARO;71;7102;35004528;NA;NA;0  A 5 ANOS;14/06/2017;75;12/06/2017;;14/06/2017;;;PAR;-23647538;-46682061;31/12/2024
IP;308794;CR.P.CONV;FLORESCER;FLORESCER;;IPIRANGA;IPIRANGA;RUA JAPARATUBA;296;VILA CONDE DO PINHAL;4254000;29251001;;;Criada;SACOMA;68;6801;35004524;NA;NA;;22/05/2017;2,02E+11;22/05/2017;;18/02/2022;;;CON;-23616912;-46594575;31/12/2024
IQ;308795;ESC.PART.;PRIMEIROS PASSOS, E.E.I.;PRIMEIROS PASSOS, E.E.I.;;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;RUA LUZIA DA CONCEICAO MORAES;420;VILA CARRÃO;3421010;23062434;;;Ativa;CARRAO;20;2002;35004533;NA;NA;02 ANOS A 05 ANOS DE IDADE;15/06/2017;69;09/06/2017;;15/06/2017;;;PAR;-23552805;-46543786;31/12/2024
PE;308798;ESC.PART.;ABC DO PIAGET, N.E.I.;ABC DO PIAGET, N.E.I.;;PENHA;PENHA;RUA IPAUMIRIM;405;JARDIM NORDESTE;3688020;27385183;;;Ativa;ARTUR ALVIM;5;505;35004550;NA;NA;0 A 5 ANOS;30/06/2017;121;28/06/2017;;13/06/2019;;;PAR;-23528183;-46485197;31/12/2024
IP;308799;CR.P.CONV;PIPAS V;PIPAS V;;IPIRANGA;SE;AVENIDA PACAEMBU;829;PACAEMBU;1234001;36618133;27517617;;Criada;SANTA CECILIA;69;6902;35004538;NA;NA;;20/05/2017;2,02E+11;20/05/2017;;31/07/2024;;PINOCCHIO IV;CON;-23534280;-46661842;31/12/2024
SA;308800;ESC.PART.;MIMAR,E.E.I.;MIMAR,E.E.I.;;SANTO AMARO;JABAQUARA;RUA CONDE MOREIRA LIMA;1041;JARDIM JABAQUARA;4384032;974595802;;;Ativa;JABAQUARA;38;3805;35004551;NA;NA;0  A 5 ANOS;06/07/2017;488;08/06/2017;;06/07/2017;;;PAR;-23660808;-46658551;31/12/2024
IP;308802;ESC.PART.;LITTLE BABY,E.E.I.;LITTLE BABY,E.E.I.;;IPIRANGA;VILA PRUDENTE;RUA MANUEL SILVA NETO;191;VILA MACEDÓPOLIS;3237000;22119628;21159311;;Ativa;SAO LUCAS;72;7202;35004656;NA;NA;0 MESES A 5 ANOS;07/07/2017;90;30/06/2017;;09/12/2017;;;PAR;-23591044;-46552433;31/12/2024
PE;308803;ESC.PART.;COLEGIO TORRES;COLEGIO TORRES;;PENHA;PENHA;RUA VIEIRA PINTO;741;VILA ARICANDUVA;3504020;25922281;25922283;;Ativa;VILA MATILDE;91;9101;35004564;NA;NA;0  A 5 ANOS;07/07/2017;124;28/06/2017;;;;;PAR;-23538258;-46534320;31/12/2024
CL;308807;ESC.PART.;COLEGIO PARADIGMA;COLEGIO PARADIGMA;;CAMPO LIMPO;M'BOI MIRIM;RUA ENGENHEIRO AMERICO DA GRACA MARTINS;110;JARDIM MONTE AZUL;5836170;58511705;58510777;;Ativa;JARDIM SAO LUIS;46;4601;35005293;NA;NA;0 A 3 ANOS;20/07/2017;126;18/07/2017;;08/06/2019;;;PAR;-23644432;-46737764;31/12/2024
IP;308808;ESC.PART.;SAO MIGUEL, E.E.I.;SAO MIGUEL, E.E.I.;;IPIRANGA;SE;ALAMEDA EDUARDO PRADO;108;CAMPOS ELÍSEOS;1218011;33376946;;;Ativa;SANTA CECILIA;69;6902;35004567;NA;NA;DE 0 A 5 ANOS;08/07/2017;97;05/07/2017;;21/10/2022;;CEI SAO MIGUEL;PAR;-23528927;-46646781;31/12/2024
BT;308809;ESC.PART.;E.E.I. E BERCARIO SININHO - EIRELE - ME;E.E.I. E BERCARIO SININHO - EIRELE - ME;;BUTANTA;BUTANTA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI;425;JARDIM BONFIGLIOLI;5593000;37350871;;;Ativa;BUTANTA;12;1201;35005283;NA;NA;03 MESES A 5 ANOS;26/07/2017;54;17/07/2017;;30/07/2021;;;PAR;-23579954;-46737879;31/12/2024
BT;308812;ESC.PART.;PRIMEIRA INFANCIA CENTRO EDUCACIONAL - QUACATU III;PRIMEIRA INFANCIA CENTRO EDUCACIONAL - QUACATU III;;BUTANTA;BUTANTA;RUA DONA LAYR COSTA REGO;100;JARDIM PERI PERI;5537010;25481745;;;Ativa;BUTANTA;12;1202;35005262;NA;NA;03 MESES A 5 ANOS;26/07/2017;50;17/07/2017;;;;PRIMEIRA INFANCIA CENTRO EDUCACIONAL - QUACAT;PAR;-23588734;-46735145;31/12/2024
SA;308813;ESC.PART.;POR DO SOL, E.E.I.;POR DO SOL, E.E.I.;;SANTO AMARO;SANTO AMARO;RUA AMÉRICO BRASILIENSE;946;ALTO DA BOA VISTA;4715000;51812997;;;Criada;SANTO AMARO;71;7101;35004570;NA;NA;04 MESES A 03 ANOS;27/07/2017;118;25/07/2017;;28/06/2019;;ESCOLA DE EDUCACAO INFANTIL POR DO SOL;PAR;-23632907;-46698807;31/12/2024
CL;308815;CR.P.CONV;RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA GRANDE;RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA GRANDE;;CAMPO LIMPO;M'BOI MIRIM;RUA GASPAR REGO FIGUEIREDO;499;JARDIM FIGUEIRA GRANDE;4915140;58944400;58975629;;Ativa;JARDIM SAO LUIS;46;4604;35004575;NA;NA;;26/07/2017;2,02E+11;26/07/2017;;;;RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA G;CON;-23678445;-46748947;31/12/2024
IQ;308816;ESC.PART.;RABONI,E.E.I.;RABONI,E.E.I.;;ITAQUERA;ITAQUERA;RUA GUIRA;224;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8223100;20262813;20262132;;Ativa;ITAQUERA;37;3707;35199072;NA;NA;0  A 5 ANOS;04/08/2017;102;01/08/2017;;04/08/2017;;;PAR;-23531450;-46472798;31/12/2024
BT;308817;ESC.PART.;KOINOBORI GAKUEN, E.I.;KOINOBORI GAKUEN, E.I.;;BUTANTA;BUTANTA;RUA MANDISSUNUNGA;616;VILA INAH;5619010;37420911;;;Ativa;VILA SONIA;94;9403;35004632;NA;NA;04 MESES A 05 ANOS;09/08/2017;59;07/08/2017;;06/09/2017;;;PAR;-23593977;-46726948;31/12/2024
PE;308820;ESC.PART.;ATENAS, EDUCANDARIO;ATENAS, EDUCANDARIO;;PENHA;PENHA;RUA ESPOSENDE;31;JARDIM TRIANA;3554080;28935039;;;Ativa;VILA MATILDE;91;9104;35005089;NA;NA;DE 00 A 05 ANOS;23/08/2017;179;21/08/2017;;17/08/2019;;;PAR;-23537997;-46507363;31/12/2024
IP;308822;ESC.PART.;ARVOREDO,E.E.I.;ARVOREDO,E.E.I.;;IPIRANGA;SE;RUA DIAMANTE;28;ACLIMACAO;1530060;32091478;;;Criada;LIBERDADE;49;4901;35460679;NA;NA;;23/08/2017;1552017;15/05/2017;;;;;PAR;-23571597;-46630248;31/12/2024
IP;308823;ESC.PART.;PLANETA CRIANCA,E.E.I.;PLANETA CRIANCA,E.E.I.;;IPIRANGA;SE;RUA BASÍLIO DA CUNHA;891;VILA DEODORO;1544001;25911001;;;Ativa;CAMBUCI;14;1401;35004673;NA;NA;0  A 5 ANOS;24/08/2017;140;18/08/2017;;09/03/2019;;;PAR;-23577187;-46619258;31/12/2024
IP;308824;ESC.PART.;ATELIE CARAMBOLA ESCOLA DE INFANCIA;ATELIE CARAMBOLA ESCOLA DE INFANCIA;;IPIRANGA;VILA MARIANA;RUA SÃO SAMUEL;165;VILA MARIANA;4120030;50840111;;;Ativa;VILA MARIANA;90;9004;35004701;NA;NA;0  A 5 ANOS;24/08/2017;138;18/08/2017;;;;;PAR;-23595349;-46633750;31/12/2024
CL;308825;CR.P.CONV;CASTILHO III;CASTILHO III;;CAMPO LIMPO;CAMPO LIMPO;RUA CORTEGACA;118;JARDIM GUARUJÁ;5877200;58716361;;;Ativa;CAPAO REDONDO;19;1907;35004608;NA;NA;;25/08/2017;1263854;12/08/2017;;;;;CON;-23689318;-46792512;31/12/2024
CL;308826;CR.P.CONV;JUAN DIEGO;JUAN DIEGO;;CAMPO LIMPO;M'BOI MIRIM;ESTRADA DO M BOI MIRIM;10080;PARQUE DO LAGO;4948030;55170787;981323033;;Ativa;JARDIM ANGELA;43;4307;35004612;NA;NA;;25/08/2017;80;21/08/2017;;;;;CON;-23730006;-46786084;31/12/2024
CL;308827;CR.P.CONV;BRISA ANDRADE II;BRISA ANDRADE II;;CAMPO LIMPO;M'BOI MIRIM;RUA ÁGUA DA FIGUEIRA;96;RIVIERA PAULISTA;4923000;948322178;;;Ativa;JARDIM SAO LUIS;46;4605;35004614;NA;NA;;25/08/2017;79;21/08/2017;;;;PRO REI IV;CON;-23702007;-46744387;31/12/2024
BT;308828;CR.P.CONV;SANTA ESCOLASTICA;SANTA ESCOLASTICA;;BUTANTA;CAMPO LIMPO;RUA ITAPANHAU;170;PARAISÓPOLIS;5665060;37420399;37421553;;Ativa;VILA ANDRADE;83;8302;35004611;NA;NA;;25/08/2017;46;21/08/2017;;20/10/2018;;;CON;-23614955;-46720170;31/12/2024
IQ;308830;ESC.PART.;OVIDE DECROLY,E.E.I.;OVIDE DECROLY,E.E.I.;;ITAQUERA;ITAQUERA;RUA LÉO DE AFONSECA;133;JARDIM NOSSA SENHORA DO CARMO;8280560;27470522;;;Ativa;PARQUE DO CARMO;57;5703;35331351;NA;NA;02 ANOS A 05 ANOS DE IDADE;29/08/2017;124;18/08/2017;;29/08/2017;;;PAR;-23561388;-46474166;31/12/2024
FO;308831;ESC.PART.;CORUJINHA FELIZ BABY,E.E.I.;CORUJINHA FELIZ BABY,E.E.I.;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;AVENIDA PROFESSORA IDA KOLB;66;JARDIM DAS LARANJEIRAS;2518000;39668534;992831257;;Ativa;CASA VERDE;21;2104;35004639;NA;NA;0 A 3 ANOS;01/09/2017;58;29/08/2017;;21/12/2019;;;PAR;-23510123;-46662494;31/12/2024
IP;308834;ESC.PART.;SALAME MINGUE,BERCARIO N.E.I.;SALAME MINGUE,BERCARIO N.E.I.;;IPIRANGA;VILA MARIANA;RUA DOUTOR SABÓIA DE MEDEIROS;297;VILA MARIANA;4120110;50817780;;;Criada;VILA MARIANA;90;9004;35004664;NA;NA;4 MESES A 5 ANOS;07/09/2017;160;05/09/2017;;;;;PAR;-23596767;-46627420;31/12/2024
IP;308835;ESC.PART.;CASINHA DA ABELHA, JARDIM ESCOLA;CASINHA DA ABELHA, JARDIM ESCOLA;;IPIRANGA;VILA PRUDENTE;RUA DOS CICLAMES;293;VILA LÚCIA;3146010;23414226;;;Ativa;VILA PRUDENTE;93;9302;35004672;NA;NA;0  A 5 ANOS;07/09/2017;158;31/08/2017;;30/12/2022;;;PAR;-23592606;-46579962;31/12/2024
IQ;308836;CR.P.CONV;LUGAR DE ALEGRIA;LUGAR DE ALEGRIA;;ITAQUERA;ITAQUERA;RUA BRASILINA ILKA BARBOSA FERRAZ;96;JARDIM BRASILIA ZONA LESTE;3583010;22172357;;;Ativa;CIDADE LIDER;24;2402;35004663;NA;NA;;13/09/2017;2,02E+11;13/09/2017;;24/11/2022;;TRINDADE III;CON;-23554927;-46493017;31/12/2024
FO;308837;CR.P.CONV;ESPACO KAIROS PERI;ESPACO KAIROS PERI;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA SOBRADINHO;279;JARDIM SANTA CRUZ ZONA NORTE;2674070;38512973;;;Ativa;CACHOEIRINHA;13;1302;35005296;NA;NA;;29/09/2017;1;29/09/2017;28/09/2017;18/01/2019;;FAVO DE MEL;CON;-23461440;-46668833;31/12/2024
IP;308838;CR.P.CONV;AMORA;AMORA;;IPIRANGA;IPIRANGA;RUA DESEMBARGADOR JÚLIO GUIMARÃES;118;VILA BRASILINA;4158060;50774164;;;Criada;CURSINO;27;2704;35004737;NA;NA;;05/10/2017;2016.0.004.869.9;05/10/2017;;01/08/2020;;MARIAZINHA;CON;-23623443;-46617890;31/12/2024
IP;308839;ESC.PART.;MUTSUMI YOTIEN;MUTSUMI YOTIEN;;IPIRANGA;VILA MARIANA;RUA ECA DE QUEIROZ;203;VILA MARIANA;4011050;59043131;;;Ativa;VILA MARIANA;90;9002;35004706;NA;NA;04 MESES A 05 ANOS;29/09/2017;200;26/09/2017;;;;;PAR;-23579357;-46644804;31/12/2024
G;308840;CR.P.CONV;JESUS REI III;JESUS REI III;;GUAIANASES;CIDADE TIRADENTES;TRAVESSA HENRIQUE CAMPAIOLA;134;CONJUNTO HABITACIONAL BARRO BRANCO II;8473540;20164250;;;Criada;CIDADE TIRADENTES;25;2502;35004697;NA;NA;;25/09/2017;2,02E+11;25/09/2017;;02/08/2022;;;CON;-23584362;-46393742;31/12/2024
PE;308841;CR.P.CONV;KALIXTO MENDES IV;KALIXTO MENDES IV;;PENHA;MOOCA;RUA IRMÃ CAROLINA;600;BELENZINHO;3058040;26924206;;;Criada;BELEM;8;801;35004699;NA;NA;;28/09/2017;2,02E+11;28/09/2017;;07/08/2019;;;CON;-23538423;-46583461;31/12/2024
FO;308842;ESC.PART.;FREITAS MOURA,COLEGIO;FREITAS MOURA,COLEGIO;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;AVENIDA ENGENHEIRO CAETANO ÁLVARES;1689;LIMÃO;2546000;39650019;;;Ativa;LIMAO;50;5002;35004734;NA;NA;0  A 5 ANOS;04/10/2017;82;28/09/2017;;03/04/2019;;;PAR;-23500493;-46665040;31/12/2024
BT;308843;ESC.PART.;ESPACO COLORIR BERCARIO E ESCOLA;ESPACO COLORIR BERCARIO E ESCOLA;;BUTANTA;BUTANTA;RUA JOÃO GOMES JÚNIOR;568;JARDIM BONFIGLIOLI;5592001;25791616;;;Ativa;BUTANTA;12;1201;35005227;NA;NA;0  A 5 ANOS;04/10/2017;74;26/09/2017;;30/11/2018;;;PAR;-23578528;-46736220;31/12/2024
JT;308845;CR.P.CONV;JOSEPHINA SANTOS MAIA;JOSEPHINA SANTOS MAIA;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;RUA EUGÊNIO DE FREITAS;650;VILA GUILHERME;2060000;29012300;;;Ativa;VILA GUILHERME;86;8601;35004702;NA;NA;;09/10/2017;1352017;12/09/2017;;;;;CON;-23520109;-46599396;31/12/2024
BT;308846;ESC.PART.;GRUPO OFICINA;GRUPO OFICINA;;BUTANTA;BUTANTA;AVENIDA MARTIN LUTHER KING;1466;CIDADE SÃO FRANCISCO;5352020;37653576;;;Ativa;RIO PEQUENO;67;6701;35005185;NA;NA;01 ANO A 05 ANOS;10/10/2017;83;06/10/2017;;16/10/2019;;;PAR;-23557068;-46762207;31/12/2024
IQ;308847;CEI INDIR;ESPACO DA COMUNIDADE VI;ESPACO DA COMUNIDADE VI;;ITAQUERA;ITAQUERA;RUA JOAQUIM FERREIRA DE OLIVEIRA;150;JARDIM NOSSA SENHORA DO CARMO;8270480;36288185;;;Criada;PARQUE DO CARMO;57;5702;35004696;NA;NA;;10/10/2017;912017;13/09/2017;;;;;CON;-23565722;-46460562;31/12/2024
IQ;308848;CEI INDIR;AVENTUREIROS MIRINS;AVENTUREIROS MIRINS;;ITAQUERA;ITAQUERA;RUA BLECAUTE;376;JARDIM NOSSA SENHORA DO CARMO;8270610;29859119;;;Criada;PARQUE DO CARMO;57;5702;35004707;NA;NA;;10/10/2017;932017;13/09/2017;;;;MARAVILHA III;CON;-23567231;-46461487;31/12/2024
SA;308849;CR.P.CONV;VIDA E ALEGRIA;VIDA E ALEGRIA;;SANTO AMARO;CIDADE ADEMAR;RUA PROFESSOR MOACIR EIK ÁLVARO;134;VILA IMPÉRIO;4406130;24763713;;;Ativa;CIDADE ADEMAR;22;2203;35004717;NA;NA;;03/10/2017;2,02E+11;03/10/2017;;05/01/2022;;BRILHO DO SOL V;CON;-23668099;-46654998;31/12/2024
SA;308854;ESC.PART.;CASA AMARELA,BERCARIO E ATELIE;CASA AMARELA,BERCARIO E ATELIE;;SANTO AMARO;CIDADE ADEMAR;RUA SASSAKI;329;VILA MARARI;4403000;55683531;;;Ativa;CIDADE ADEMAR;22;2203;35004735;NA;NA;0 A 4 ANOS;12/10/2017;162;11/10/2017;;03/04/2019;;;PAR;-23668014;-46659404;31/12/2024
BT;308855;ESC.PART.;URSINHO BRANCO,CENTRO DE ESTUDOS;URSINHO BRANCO,CENTRO DE ESTUDOS;;BUTANTA;BUTANTA;RUA ADALÍVIA DE TOLEDO;251;PAINEIRAS DO MORUMBI;5683000;37582039;;;Ativa;MORUMBI;54;5404;35178354;NA;NA;01 ANO A 05 ANOS;12/10/2017;90;10/10/2017;;11/09/2021;;;PAR;-23606211;-46708380;31/12/2024
BT;308856;ESC.PART.;ESCOLA PALAVRA MAGICA;ESCOLA PALAVRA MAGICA;;BUTANTA;BUTANTA;RUA JOÃO GOMES JÚNIOR;832;JARDIM BONFIGLIOLI;5592001;37268694;;;Ativa;BUTANTA;12;1201;35008071;NA;NA;04 MESES A 05 ANOS;18/10/2017;94;16/10/2017;;27/09/2019;;CRESCENTE,ESCOLA;PAR;-23580329;-46734631;31/12/2024
IQ;308857;ESC.PART.;BABY MAGIA,E.E.I.;BABY MAGIA,E.E.I.;;ITAQUERA;ITAQUERA;RUA DOUTOR JAIRO FRANCO;35;PARADA XV DE NOVEMBRO;8246010;34361044;42488744;;Ativa;ITAQUERA;37;3704;35004738;NA;NA;0  A 5 ANOS;19/10/2017;167;10/10/2017;;07/12/2019;;;PAR;-23529535;-46442419;31/12/2024
IQ;308858;ESC.PART.;EXPRESSINHO MAGICO,E.I.;EXPRESSINHO MAGICO,E.I.;;ITAQUERA;ITAQUERA;RUA ASTOLFO MARQUES;211;JARDIM SANTA TEREZINHA ZONA LESTE;3572260;27254674;;;Ativa;CIDADE LIDER;24;2406;35004740;NA;NA;0  A 5 ANOS;19/10/2017;169;11/10/2017;;23/10/2018;;;PAR;-23574603;-46495094;31/12/2024
BT;308859;ESC.PART.;ESCOLA AVIVA DESENV.INFANTIL;ESCOLA AVIVA DESENV.INFANTIL;;BUTANTA;PINHEIROS;RUA INDIANA;1096;BROOKLIN PAULISTA;4562002;28938773;;;Ativa;ITAIM BIBI;35;3503;35004835;NA;NA;04 MESES A 05 ANOS;19/10/2017;100;16/10/2017;;15/04/2021;;;PAR;-23608179;-46687440;31/12/2024
IP;308861;CR.P.CONV;KATATAU;KATATAU;;IPIRANGA;IPIRANGA;RUA CARAUACÁ;33;SÃO JOÃO CLÍMACO;4241070;29696991;;;Criada;SACOMA;68;6801;35004797;NA;NA;;20/10/2017;1;20/10/2017;;;;;CON;-23621580;-46587875;31/12/2024
IP;308862;CR.P.CONV;CARDECI MARTINS;CARDECI MARTINS;;IPIRANGA;VILA PRUDENTE;RUA CAMPOS NOVOS;372;VILA LÚCIA;3145020;23464432;;;Criada;VILA PRUDENTE;93;9302;35004751;NA;NA;;20/10/2017;1;20/10/2017;;;;ANJO YURI;CON;-23591525;-46572225;31/12/2024
IP;308863;CR.P.CONV;TALITHA KUMI;TALITHA KUMI;;IPIRANGA;VILA PRUDENTE;RUA GENERAL BAGNUOLO;409;QUINTA DA PAINEIRA;3152130;23456831;;;Criada;VILA PRUDENTE;93;9302;35004749;NA;NA;;20/10/2017;1;20/10/2017;;26/08/2022;;;CON;-23591387;-46581633;31/12/2024
SA;308864;CR.P.CONV;CAMINHAR COM AMOR - UNIDADE I;CAMINHAR COM AMOR - UNIDADE I;;SANTO AMARO;CIDADE ADEMAR;RUA CARLO FORMES;45;VILA IMPÉRIO;4407090;56217151;;;Ativa;CIDADE ADEMAR;22;2203;35004744;NA;NA;;26/10/2017;2016.0.095.828.8;26/10/2017;;30/08/2019;;;CON;-23670488;-46649747;31/12/2024
SA;308865;CR.P.CONV;IRANI DA SILVA LUZIA;IRANI DA SILVA LUZIA;;SANTO AMARO;CIDADE ADEMAR;RUA RIO GRANDE DO NORTE;68;AMERICANÓPOLIS;4412090;23716189;55620853;;Ativa;CIDADE ADEMAR;22;2203;35005226;NA;NA;;24/10/2017;1;24/10/2017;26/10/2017;;;;CON;-23673767;-46644564;31/12/2024
SA;308866;CR.P.CONV;PEQUENOS GENIOS - LIRIO;PEQUENOS GENIOS - LIRIO;;SANTO AMARO;CIDADE ADEMAR;RUA ERNESTO VAN DYCK;335;AMERICANÓPOLIS;4412010;45639852;;;Ativa;CIDADE ADEMAR;22;2203;35004722;NA;NA;;26/10/2017;2017.0.108.285.0;26/10/2017;;23/08/2022;;BRILHO DO SOL IV;CON;-23674237;-46644714;31/12/2024
PJ;308867;ESC.PART.;LITTLE BEE BERCARIO E ED INF BILLINGUE;LITTLE BEE BERCARIO E ED INF BILLINGUE;;PIRITUBA;LAPA;RUA PAULO FRANCO;228;VILA LEOPOLDINA;5305031;38325427;;;Criada;VILA LEOPOLDINA;88;8802;35005229;NA;NA;0  A 5 ANOS;25/10/2017;185;20/10/2017;;20/06/2019;;;PAR;-23532617;-46727942;31/12/2024
SM;308868;CR.P.CONV;JESUS REI II;JESUS REI II;;SAO MATEUS;SAPOPEMBA;RUA JOÃO BATISTA BLACHE;324;FAZENDA DA JUTA;3977700;20107014;;;Criada;SAPOPEMBA;76;7605;35005312;NA;NA;;25/10/2017;1;25/10/2017;01/11/2017;22/10/2019;;;CON;-23619834;-46494005;31/12/2024
SM;308869;CR.P.CONV;PEQUENOS DA AMERICA;PEQUENOS DA AMERICA;;SAO MATEUS;SAO MATEUS;RUA ARCHÂNGELO ARCHINA;153;CIDADE SÃO MATEUS;3960010;42771276;;;Criada;SAO MATEUS;73;7301;35005143;NA;NA;;25/10/2017;1;25/10/2017;01/11/2017;29/12/2021;;;CON;-23595186;-46483549;31/12/2024
CL;308870;CR.P.CONV;ELISABETH QUINELLO;ELISABETH QUINELLO;;CAMPO LIMPO;M'BOI MIRIM;ESTRADA DA BARONESA;655;PARQUE BOLOGNE;4941175;58339300;;;Ativa;JARDIM ANGELA;43;4304;35004781;NA;NA;;25/10/2017;1;25/10/2017;;;;BARONESA;CON;-23688309;-46757778;31/12/2024
CL;308871;CR.P.CONV;ALICE ALVES;ALICE ALVES;;CAMPO LIMPO;M'BOI MIRIM;RUA DO BOMBEIRO;36;JARDIM CAPELA;4960215;58956814;;;Ativa;JARDIM ANGELA;43;4308;35004783;NA;NA;;25/10/2017;1;25/10/2017;;;;PEQUENOS GENIOS III;CON;-23735182;-46788891;31/12/2024
CL;308872;CR.P.CONV;FUTURO FELIZ;FUTURO FELIZ;;CAMPO LIMPO;CAMPO LIMPO;RUA PROFESSOR AGOSTINHO ALVIM;35;JARDIM DO COLÉGIO;5883140;58706198;;;Ativa;CAPAO REDONDO;19;1905;35004782;NA;NA;;25/10/2017;1;25/10/2017;;;;;CON;-23674461;-46777393;31/12/2024
IP;308873;CR.P.CONV;DOS ANJOS;DOS ANJOS;;IPIRANGA;IPIRANGA;RUA ÁLVARO DO VALE;528;IPIRANGA;4217010;25975951;;;Criada;IPIRANGA;34;3405;35004752;NA;NA;;25/10/2017;1;25/10/2017;;;;;CON;-23601970;-46592969;31/12/2024
JT;308874;CR.P.CONV;DOCE INFANCIA II;DOCE INFANCIA II;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA ÂNGELO CALANDRINO;16;VILA CONSTANCA;2257030;22062409;;;Ativa;JACANA;39;3904;35005074;NA;NA;;30/10/2017;1;30/10/2017;30/10/2017;29/06/2019;;;CON;-23472416;-46585663;31/12/2024
JT;308875;CR.P.CONV;NUCLEO DO SABER;NUCLEO DO SABER;;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;AVENIDA ALBERTO BYINGTON;2782;VILA MARIA;2127002;32946064;;;Ativa;VILA MARIA;89;8906;35005076;NA;NA;;30/10/2017;1;30/10/2017;27/11/2017;;;;CON;-23502627;-46580569;31/12/2024
JT;308876;CR.P.CONV;ASBEN SEKOIA;ASBEN SEKOIA;;JACANA/TREMEMBE;JACANA/TREMEMBE;AVENIDA CORONEL SEZEFREDO FAGUNDES;6680;JARDIM FRANCISCO MENDES;2366001;22068064;;;Criada;TREMEMBE;81;8104;35004742;NA;NA;;30/10/2017;2,02E+11;30/10/2017;;;;;CON;-23431660;-46594115;31/12/2024
JT;308877;CR.P.CONV;ESPERANCA PARA TODOS I;ESPERANCA PARA TODOS I;;JACANA/TREMEMBE;JACANA/TREMEMBE;RUA MARCIANO CARNEIRO;150;VILA PAULISTANA;2318180;23693454;;;Ativa;TREMEMBE;81;8105;35004743;NA;NA;;30/10/2017;2,02E+11;30/10/2017;;11/11/2021;;;CON;-23453825;-46591725;31/12/2024
JT;308879;CR.P.CONV;LAR BATISTA DE CRIANCAS - MANDAQUI;LAR BATISTA DE CRIANCAS - MANDAQUI;;JACANA/TREMEMBE;SANTANA/TUCURUVI;AVENIDA SANTA INÊS;456;PARQUE MANDAQUI;2415000;23595670;;;Ativa;MANDAQUI;51;5104;35004719;NA;NA;;11/10/2017;2,02E+11;11/10/2017;;;;;CON;-23472293;-46631899;31/12/2024
IP;308881;CR.P.CONV;EDUCANDO;EDUCANDO;;IPIRANGA;IPIRANGA;TRAVESSA ERNESTO PORTANTE;25;JARDIM MARIA ESTELA;4180075;45647500;;;Criada;SACOMA;68;6802;35004799;NA;NA;;09/11/2017;2,02E+11;09/11/2017;;16/12/2021;;;CON;-23634192;-46599340;31/12/2024
BT;308882;CR.P.CONV;PEQUENOS DO BUTANTA II;PEQUENOS DO BUTANTA II;;BUTANTA;BUTANTA;RUA JOAQUIM LAPAS VEIGA;491;JARDIM GILDA MARIA;5550010;37810645;;;Ativa;RAPOSO TAVARES;65;6502;35004798;NA;NA;;13/11/2017;1;13/11/2017;22/11/2017;22/11/2019;;;CON;-23579991;-46778211;31/12/2024
BT;308883;CR.P.CONV;PRIMEIRO LAPIS II;PRIMEIRO LAPIS II;;BUTANTA;BUTANTA;AVENIDA GIOVANNI GRONCHI;2745;MORUMBI;5651002;24761106;;;Ativa;MORUMBI;54;5403;35005129;NA;NA;;13/11/2017;1;13/11/2017;22/11/2017;05/04/2022;;;CON;-23604630;-46724957;31/12/2024
FO;308884;CR.P.CONV;ANA MARIA MACHADO;ANA MARIA MACHADO;;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;RUA ATENÁGORAS;28;VILA BARBOSA;2557000;38569694;;;Criada;LIMAO;50;5002;35005280;NA;NA;;13/11/2017;1;13/11/2017;16/11/2017;15/12/2018;;;CON;-23498768;-46674909;31/12/2024
SM;308885;CR.P.CONV;NOVO HORIZONTE;NOVO HORIZONTE;;SAO MATEUS;SAPOPEMBA;RUA ALMIRANTE OTACÍLIO CUNHA;166;PARQUE SANTA MADALENA;3982190;48586999;;;Criada;SAPOPEMBA;76;7607;35005314;NA;NA;;17/11/2017;1;17/11/2017;23/11/2017;16/07/2019;;;CON;-23613103;-46506407;31/12/2024
